dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,smean,dmean,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_sm_ips_ports,proto_arp,proto_other,proto_tcp,proto_udp,service_-,service_dns,service_ftp,service_ftp-data,service_http,service_pop3,service_radius,service_smtp,service_snmp,service_ssh,state_CON,state_ECO,state_FIN,state_INT,state_PAR,state_REQ,state_RST,state_URN,state_no
8.554069949563553,0.12604464276327135,0.08473127584348124,0.5694377196942265,0.24578735150805758,-1.6150716047799112,-1.8049656288720923,-1.3607515200181666,1.5184149134913882,0.4880584236627205,-0.9342000445649437,-0.9342000445649437,-1.3569154488567239,-0.9999999999999999,0.0,0.0,-0.7564707973660301,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9.208567105526548,0.028276822298749497,-0.06650402327167285,0.5000374164090023,0.21963744312364747,-1.650929552005175,-1.9261138982673258,-1.4416648099432847,1.6510105537187494,0.6151291007706128,-0.5208099393420963,-0.5208099393420963,-0.5631707946263248,-0.41503749927884387,0.4054651081081643,0.0,-0.3139637480162702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.133905963620378,3.601015771099673,3.4663329692066323,5.839258705356509,1.8611795869978196,0.3211806669847188,1.2662650189222264,0.08032037510057681,4.19010530998657,-0.2428914932534093,-0.22750499195351992,-0.22750499195351992,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08916661572575824,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.25580682876377436,0.27503830296844944,0.18393439644597862,0.05098343781060006,-0.053053876926912616,-0.9342000445649437,-0.9342000445649437,-1.3569154488567239,-0.9999999999999999,0.0,0.0,-0.7564707973660301,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08909400342320806,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.23676331247969115,0.25377329752957495,0.1684897700899519,0.05098343781060006,-0.053053876926912616,-0.5208099393420963,-0.5208099393420963,-0.5631707946263248,-0.41503749927884387,0.4054651081081643,0.0,-0.3139637480162702,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08684239278140422,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,-0.04999532817022968,-0.06651282167576801,-0.06413183193678099,0.05098343781060006,-0.053053876926912616,-0.22750499195351992,-0.22750499195351992,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08916857825769284,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2563438845139884,0.27563800244654874,0.18436995402801126,0.05098343781060006,-0.053053876926912616,0.0,0.0,0.4368292053736752,0.32192809488736224,0.916290731874155,0.0,0.24352920263396993,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08911755306492991,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2427697603388286,0.26048045992822655,0.17336113575042886,0.05098343781060006,-0.053053876926912616,0.18588511326932758,0.18588511326932758,0.7937446542303994,0.5849625007211561,1.0986122886681096,0.0,0.44250704934976,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08885067366387327,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.1824018145292876,0.19306798195881347,0.1243999190175088,0.05098343781060006,-0.053053876926912616,0.34304873716607054,0.34304873716607054,1.0955123664504793,0.807354922057604,1.252762968495368,0.0,0.6107404216463048,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08891739011328759,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.196083866145037,0.20834704613140786,0.13549699775237842,0.05098343781060006,-0.053053876926912616,0.4791900606579037,0.4791900606579037,1.3569154488567237,0.9999999999999997,1.3862943611198904,0.0,0.75647079736603,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08900765715345842,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2159831374386365,0.2305685789837429,0.15163634346569185,0.05098343781060006,-0.053053876926912616,0.5992752184921752,0.5992752184921752,1.5874893084607993,1.1699250014423126,1.5040773967762742,0.0,0.8850140986995202,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08904101776207356,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2237924532956434,0.2392891128763293,0.1579700069384618,0.05098343781060006,-0.053053876926912616,0.7066950526114241,0.7066950526114241,1.7937446542303999,1.3219280948873626,1.6094379124341005,0.0,1.0000000000000004,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08913914048464867,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2484159056771895,0.26678525066027753,0.17794026164810278,0.05098343781060006,-0.053053876926912616,0.8038681125621404,0.8038681125621404,1.9803253098789237,1.4594316186372973,1.7047480922384253,0.0,1.1040174002517524,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08905867949023855,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2280358933989682,0.24402766166419898,0.16141158215728862,0.05098343781060006,-0.053053876926912616,0.8925801658807514,0.8925801658807514,2.1506601030871235,1.584962500721156,1.791759469228055,0.0,1.19897784671579,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08901943142118475,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2187094084097246,0.2336129691049067,0.1538474629629117,0.05098343781060006,-0.053053876926912616,0.9741873441207539,0.9741873441207539,2.3073529233952215,1.700439718141092,1.8718021769015913,0.0,1.2863329894550595,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08909792834387947,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.23775363545824998,0.2548791547401425,0.16929294653372792,0.05098343781060006,-0.053053876926912616,1.0497437897774946,1.0497437897774946,2.4524278153072037,1.8073549220576044,1.9459101490553135,0.0,1.3672112190123353,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08918624113338075,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2612342425476124,0.2810987722647666,0.1883360733660131,0.05098343781060006,-0.053053876926912616,1.1200851578342714,1.1200851578342714,2.587489308460799,1.9068905956085183,2.0149030205422647,0.0,1.44250704934976,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08937269229044092,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.32034000813037355,0.3470968636611202,0.23627003031885846,0.05098343781060006,-0.053053876926912616,1.1858851132693276,1.1858851132693276,2.7138308977134478,1.9999999999999998,2.0794415416798357,0.0,1.5129415947320601,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08937072955446981,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.3196323694096249,0.3463067248693656,0.2356961579857455,0.05098343781060006,-0.053053876926912616,1.247694670468281,1.247694670468281,2.832510578206937,2.0874628412503395,2.1400661634962708,0.0,1.5791046799926032,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08903513055465782,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.22239507132968672,0.23772868494650035,0.15683667892241035,0.05098343781060006,-0.053053876926912616,1.3059702711035988,1.3059702711035988,2.9444047573175225,2.1699250014423117,2.197224577336219,0.0,1.64148489606555,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08907241649976448,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.23139093443875058,0.24777414139286533,0.16413262447652086,0.05098343781060006,-0.053053876926912616,1.3610942604261616,1.3610942604261616,3.050247570901682,2.247927513443585,2.251291798606495,0.0,1.7004915185157063,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08902924336489487,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2210060674129105,0.2361776102948661,0.1557101441273614,0.05098343781060006,-0.053053876926912616,1.4133901052228475,1.4133901052228475,3.150660103087123,2.3219280948873617,2.3025850929940455,0.0,1.75647079736603,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08916857825769284,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2563438845139884,0.27563800244654874,0.18436995402801126,0.05098343781060006,-0.053053876926912616,1.4631338950003419,1.4631338950003419,3.2461724695376026,2.3923174227787602,2.3513752571634776,0.0,1.809718268362095,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08926278209757083,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.28370642185284034,0.30619180470260904,0.20656096918014138,0.05098343781060006,-0.053053876926912616,1.5105631651735643,1.5105631651735643,3.337240758735648,2.4594316186372973,2.3978952727983707,0.0,1.8604881976177825,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08840137780105901,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.10673842812418893,0.10856764381036714,0.06302790665879157,0.05098343781060006,-0.053053876926912616,1.5558837573503783,1.5558837573503783,3.424260204320854,2.5235619560570126,2.4423470353692043,0.0,1.9090009251010271,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08892720154706042,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.19816586553480395,0.2106720407098396,0.13718562524700265,0.05098343781060006,-0.053053876926912616,1.5992752184921752,1.5992752184921752,3.5075755519438476,2.584962500721156,2.4849066497880004,0.0,1.9554486440818204,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08923138031539274,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2742219616260413,0.295601263744964,0.19886913257697092,0.05098343781060006,-0.053053876926912616,1.6408950971763674,1.6408950971763674,3.5874893084607984,2.6438561897747244,2.525728644308255,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08922156736145803,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2713359600877742,0.29237867886194985,0.19652859147707524,0.05098343781060006,-0.053053876926912616,1.6808823967321778,1.6808823967321778,3.6642683722519456,2.700439718141092,2.5649493574615367,0.0,2.0428037868210898,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08924315592485428,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.27773329495156546,0.2995220997255934,0.20171680861580216,0.05098343781060006,-0.053053876926912616,1.7193603763264464,1.7193603763264464,3.7381494115479224,2.7548875021634682,2.6026896854443837,0.0,2.08399194541531,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0889095410015707,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.19443163488977075,0.20650197482894528,0.134156935215916,0.05098343781060006,-0.053053876926912616,1.7564388423889181,1.7564388423889181,3.8093432641639273,2.8073549220576037,2.6390573296152584,0.0,2.123682016378365,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0890802662626464,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.23333014296141255,0.24993959494332194,0.16570537841493807,0.05098343781060006,-0.053053876926912616,1.7922160377606091,1.7922160377606091,3.8780385648275164,2.857980995127572,2.6741486494265287,0.0,2.161979162241115,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0890115819015217,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2168883343999128,0.2315794012640777,0.1523704966995709,0.05098343781060006,-0.053053876926912616,1.8267802104456952,1.8267802104456952,3.9444047573175234,2.9068905956085187,2.70805020110221,0.0,2.1989778467157906,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08898607117934723,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.21106680425668287,0.22507855263848156,0.14764897528434706,0.05098343781060006,-0.053053876926912616,1.860210925039807,1.860210925039807,4.0085946125194845,2.9541963103868745,2.740840023925201,0.0,2.2347632384941436,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08926474472563274,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.284312291816318,0.306868328564645,0.2070523237787519,0.05098343781060006,-0.053053876926912616,1.8925801658807515,1.8925801658807515,4.070746346570172,3.0,2.772588722239781,0.0,2.2694123920980904,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08942176132740985,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.338772057150431,0.3676776783852382,0.2512177335243689,0.05098343781060006,-0.053053876926912616,1.9239532703964115,1.9239532703964115,4.130985412966047,3.0443941193584534,2.803360380906535,0.0,2.3029952469675425,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.089408021873443,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.3334615846716117,0.3617481494308681,0.24691115771179675,0.05098343781060006,-0.053053876926912616,1.954389723079705,1.954389723079705,4.189426027063661,3.087462841250339,2.833213344056216,0.0,2.335575477358633,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0894178357593227,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.3372423199817828,0.3659696176380158,0.2499771808336758,0.05098343781060006,-0.053053876926912616,1.9839438343424378,1.9839438343424378,4.246172469537603,3.1292830169449664,2.862200880929468,0.0,2.367211219012335,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08943157528196619,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.3426411744900216,0.37199781654027686,0.25435541994422856,0.05098343781060006,-0.053053876926912616,2.0126653237150225,2.0126653237150225,4.301320206174246,3.1699250014423117,2.8903717578961645,0.0,2.3979556934315798,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08938446874747172,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.32463183277601865,0.35188904236938695,0.23975055653009175,0.05098343781060006,-0.053053876926912616,2.040599823123542,2.040599823123542,4.35495685420713,3.2094533656289497,2.917770732084279,0.0,2.4278577466064206,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08942764969425704,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.34108576651131395,0.3702610968280297,0.25309405244624805,0.05098343781060006,-0.053053876926912616,2.067789313037585,2.067789313037585,4.407163019758405,3.2479275134435848,2.9444389791664403,0.0,2.456962315881736,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08931381106480146,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.2999980237847504,0.32438314713773664,0.21977321527032248,0.05098343781060006,-0.053053876926912616,2.094272501955025,2.094272501955025,4.458013026482344,3.2854022188622474,2.970414465569701,0.0,2.485310836170849,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08726192234952303,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,-0.01711533168654412,-0.02977792488313611,-0.0374515281791548,0.05098343781060006,-0.053053876926912616,2.1200851578342714,2.1200851578342714,4.507575551943848,3.321928094887362,2.995732273553991,0.0,2.5129415947320606,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08940409633282632,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.33196639542994555,0.36007865808716877,0.24569861771105314,0.05098343781060006,-0.053053876926912616,2.145260398595648,2.145260398595648,4.555914185406141,3.3575520046180833,3.0204248861443626,0.0,2.5398900421313546,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08949242289514929,-0.882806944702661,-0.9363966973163275,-1.5683095214216394,-0.828944125477124,0.3681890846990168,0.40052357236317687,0.27507347879214006,0.05098343781060006,-0.053053876926912616,2.169828947611766,2.169828947611766,4.603087918394327,3.3923174227787602,3.044522437723423,0.0,2.566189065728125,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
